Year;ICD10 Code;ICD10 Diagnosis;Diagnosis Type;Metric;Sex;Value
20.07.2008;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Attributable number;;10500
20.07.2008;C15;Oesophagus;Cancers which can be caused by smoking;Attributable number;;22200
20.07.2008;C32;Larynx;Cancers which can be caused by smoking;Attributable number;;3700
20.07.2008;C53;Cervical;Cancers which can be caused by smoking;Attributable number;;800
20.07.2008;C67;Bladder;Cancers which can be caused by smoking;Attributable number;;33700
20.07.2008;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Attributable number;;3100
20.07.2008;C16;Stomach;Cancers which can be caused by smoking;Attributable number;;5100
20.07.2008;C25;Pancreas;Cancers which can be caused by smoking;Attributable number;;5400
20.07.2008;C80;Unspecified Site;Cancers which can be caused by smoking;Attributable number;;3900
20.07.2008;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Attributable number;;5600
20.07.2008;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Attributable number;;4900
20.07.2008;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Attributable number;;79000
20.07.2008;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Attributable number;;21900
20.07.2008;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;;35300
20.07.2008;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;;72600
20.07.2008;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Attributable number;;6900
20.07.2008;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Attributable number;;14700
20.07.2008;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Attributable number;;7200
20.07.2008;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Attributable number;;1900
20.07.2008;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Attributable number;;11600
20.07.2008;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Attributable number;;3300
20.07.2008;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Attributable number;;1500
20.07.2008;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Attributable number;;11500
20.07.2008;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Attributable number;;6300
20.07.2008;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Attributable number;;600
20.07.2008;All codes;All admissions;All admissions;Number of admissions;Male;4123309
20.07.2008;C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03;All diseases which can be caused by smoking;All diseases which can be caused by smoking;Number of admissions;Male;797400
20.07.2008;C00-D48;All cancers;All cancers;Number of admissions;Male;642115
20.07.2008;J00-J99;All respiratory diseases;All respiratory diseases;Number of admissions;Male;213945
20.07.2008;I00-I99;All circulatory diseases;All circulatory diseases;Number of admissions;Male;486864
20.07.2008;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Number of admissions;Male;540498
20.07.2008;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Number of admissions;Male;48156
20.07.2008;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Number of admissions;Male;11013
20.07.2008;C15;Oesophagus;Cancers which can be caused by smoking;Number of admissions;Male;23468
20.07.2008;C32;Larynx;Cancers which can be caused by smoking;Number of admissions;Male;3778
20.07.2008;C53;Cervical;Cancers which can be caused by smoking;Number of admissions;Male;.
20.07.2008;C67;Bladder;Cancers which can be caused by smoking;Number of admissions;Male;61945
20.07.2008;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Number of admissions;Male;7793
20.07.2008;C16;Stomach;Cancers which can be caused by smoking;Number of admissions;Male;16495
20.07.2008;C25;Pancreas;Cancers which can be caused by smoking;Number of admissions;Male;11005
20.07.2008;C80;Unspecified Site;Cancers which can be caused by smoking;Number of admissions;Male;4597
20.07.2008;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Number of admissions;Male;18411
20.07.2008;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Number of admissions;Male;3154
20.07.2008;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Number of admissions;Male;51142
20.07.2008;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Number of admissions;Male;50489
20.07.2008;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Male;127041
20.07.2008;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Male;198602
20.07.2008;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Number of admissions;Male;22692
20.07.2008;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Male;44767
20.07.2008;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Number of admissions;Male;9019
20.07.2008;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Number of admissions;Male;5405
20.07.2008;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Number of admissions;Male;11860
20.07.2008;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Number of admissions;Male;8130
20.07.2008;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Number of admissions;Male;1373
20.07.2008;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Number of admissions;Male;42015
20.07.2008;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Number of admissions;Male;14958
20.07.2008;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Number of admissions;Male;.
20.07.2008;All codes;All admissions;All admissions;Attributable number;Male;281500
20.07.2008;C00-D48;All cancers;All cancers;Attributable number;Male;114100
20.07.2008;J00-J99;All respiratory diseases;All respiratory diseases;Attributable number;Male;56400
20.07.2008;I00-I99;All circulatory diseases;All circulatory diseases;Attributable number;Male;96100
20.07.2008;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Attributable number;Male;8400
20.07.2008;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Attributable number;Male;42200
20.07.2008;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Attributable number;Male;8100
20.07.2008;C15;Oesophagus;Cancers which can be caused by smoking;Attributable number;Male;16400
20.07.2008;C32;Larynx;Cancers which can be caused by smoking;Attributable number;Male;3100
20.07.2008;C53;Cervical;Cancers which can be caused by smoking;Attributable number;Male;.
20.07.2008;C67;Bladder;Cancers which can be caused by smoking;Attributable number;Male;28000
20.07.2008;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Attributable number;Male;2700
20.07.2008;C16;Stomach;Cancers which can be caused by smoking;Attributable number;Male;4300
20.07.2008;C25;Pancreas;Cancers which can be caused by smoking;Attributable number;Male;2600
20.07.2008;C80;Unspecified Site;Cancers which can be caused by smoking;Attributable number;Male;2500
20.07.2008;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Attributable number;Male;4200
20.07.2008;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Attributable number;Male;2800
20.07.2008;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Attributable number;Male;40700
20.07.2008;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Attributable number;Male;12900
20.07.2008;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;Male;23700
20.07.2008;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;Male;52800
20.07.2008;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Attributable number;Male;4000
20.07.2008;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Attributable number;Male;8300
20.07.2008;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Attributable number;Male;5700
20.07.2008;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Attributable number;Male;1500
20.07.2008;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Attributable number;Male;6300
20.07.2008;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Attributable number;Male;1400
20.07.2008;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Attributable number;Male;600
20.07.2008;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Attributable number;Male;5100
20.07.2008;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Attributable number;Male;1400
20.07.2008;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Attributable number;Male;.
20.07.2008;All codes;All admissions;All admissions;Number of admissions;Female;4746656
20.07.2008;C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03;All diseases which can be caused by smoking;All diseases which can be caused by smoking;Number of admissions;Female;641401
20.07.2008;C00-D48;All cancers;All cancers;Number of admissions;Female;680151
20.07.2008;J00-J99;All respiratory diseases;All respiratory diseases;Number of admissions;Female;205799
20.07.2008;I00-I99;All circulatory diseases;All circulatory diseases;Number of admissions;Female;364468
20.07.2008;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Number of admissions;Female;552744
20.07.2008;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Number of admissions;Female;33731
20.07.2008;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Number of admissions;Female;4709
20.07.2008;C15;Oesophagus;Cancers which can be caused by smoking;Number of admissions;Female;9396
20.07.2008;C32;Larynx;Cancers which can be caused by smoking;Number of admissions;Female;750
20.07.2008;C53;Cervical;Cancers which can be caused by smoking;Number of admissions;Female;6530
20.07.2008;C67;Bladder;Cancers which can be caused by smoking;Number of admissions;Female;18884
20.07.2008;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Number of admissions;Female;4030
20.07.2008;C16;Stomach;Cancers which can be caused by smoking;Number of admissions;Female;6844
20.07.2008;C25;Pancreas;Cancers which can be caused by smoking;Number of admissions;Female;10657
20.07.2008;C80;Unspecified Site;Cancers which can be caused by smoking;Number of admissions;Female;6250
20.07.2008;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Number of admissions;Female;14128
20.07.2008;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Number of admissions;Female;2520
20.07.2008;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Number of admissions;Female;49125
20.07.2008;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Number of admissions;Female;47263
20.07.2008;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;108181
20.07.2008;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;102471
20.07.2008;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;15387
20.07.2008;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;47555
20.07.2008;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Number of admissions;Female;2649
20.07.2008;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Number of admissions;Female;3173
20.07.2008;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Number of admissions;Female;11341
20.07.2008;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Number of admissions;Female;11840
20.07.2008;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Number of admissions;Female;2188
20.07.2008;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Number of admissions;Female;62738
